pf,0F,po,so,flds,o,proc,st,m,rl,x,mnemonic,op1,op2,op3,op4,iext,grp1,grp2,grp3,tested_f,modif_f,def_f,undef_f,f_values,description
,,,,,,,,,,,JPE,Jvds,,,,,,,,,,,,,
,0F,8B,,TtTN,,,D32,,,,JNP,Jvds,,,,,gen,branch,cond,......p.,,,,,Jump near if not parity/parity odd (PF=0)
,,,,,,,,,,,JPO,Jvds,,,,,,,,,,,,,
,0F,8C,,TTtn,,,D32,,,,JL,Jvds,,,,,gen,branch,cond,o..s....,,,,,Jump near if less/not greater (SF!=OF)
,,,,,,,,,,,JNGE,Jvds,,,,,,,,,,,,,
,0F,8D,,TTtN,,,D32,,,,JNL,Jvds,,,,,gen,branch,cond,o..s....,,,,,Jump near if not less/greater or equal (SF=OF)
,,,,,,,,,,,JGE,Jvds,,,,,,,,,,,,,
,0F,8E,,TTTn,,,D32,,,,JLE,Jvds,,,,,gen,branch,cond,o..sz...,,,,,Jump near if less or equal/not greater ((ZF=1) OR (SF!=OF))
,,,,,,,,,,,JNG,Jvds,,,,,,,,,,,,,
,0F,8F,,TTTN,,,D32,,,,JNLE,Jvds,,,,,gen,branch,cond,o..sz...,,,,,Jump near if not less nor equal/greater ((ZF=0) AND (SF=OF))
,,,,,,,,,,,JG,Jvds,,,,,,,,,,,,,
,0F,90,,tttn,0,,D24,,,,SETO,Eb,,,,,gen,datamov,,o.......,,,,,Set Byte on Condition - overflow (OF=1)
,0F,91,,tttN,0,,D24,,,,SETNO,Eb,,,,,gen,datamov,,o.......,,,,,Set Byte on Condition - not overflow (OF=0)
,0F,92,,ttTn,0,,D24,,,,SETB,Eb,,,,,gen,datamov,,.......c,,,,,Set Byte on Condition - below/not above or equal/carry (CF=1)
,,,,,,,,,,,SETNAE,Eb,,,,,,,,,,,,,
,,,,,,,,,,,SETC,Eb,,,,,,,,,,,,,
,0F,93,,ttTN,0,,D24,,,,SETNB,Eb,,,,,gen,datamov,,.......c,,,,,Set Byte on Condition - not below/above or equal/not carry (CF=0)
,,,,,,,,,,,SETAE,Eb,,,,,,,,,,,,,
,,,,,,,,,,,SETNC,Eb,,,,,,,,,,,,,
,0F,94,,tTtn,0,,D24,,,,SETZ,Eb,,,,,gen,datamov,,....z...,,,,,Set Byte on Condition - zero/equal (ZF=1)
,,,,,,,,,,,SETE,Eb,,,,,,,,,,,,,
,0F,95,,tTtN,0,,D24,,,,SETNZ,Eb,,,,,gen,datamov,,....z...,,,,,Set Byte on Condition - not zero/not equal (ZF=0)
,,,,,,,,,,,SETNE,Eb,,,,,,,,,,,,,
,0F,96,,tTTn,0,,D24,,,,SETBE,Eb,,,,,gen,datamov,,....z..c,,,,,Set Byte on Condition - below or equal/not above (CF=1 OR ZF=1)
,,,,,,,,,,,SETNA,Eb,,,,,,,,,,,,,
,0F,97,,tTTN,0,,D24,,,,SETNBE,Eb,,,,,gen,datamov,,....z..c,,,,,Set Byte on Condition - not below or equal/above (CF=0 AND ZF=0)
,,,,,,,,,,,SETA,Eb,,,,,,,,,,,,,
,0F,98,,Tttn,0,,D24,,,,SETS,Eb,,,,,gen,datamov,,...s....,,,,,Set Byte on Condition - sign (SF=1)
,0F,99,,TttN,0,,D24,,,,SETNS,Eb,,,,,gen,datamov,,...s....,,,,,Set Byte on Condition - not sign (SF=0)
,0F,9A,,TtTn,0,,D24,,,,SETP,Eb,,,,,gen,datamov,,......p.,,,,,Set Byte on Condition - parity/parity even (PF=1)
,,,,,,,,,,,SETPE,Eb,,,,,,,,,,,,,
,0F,9B,,TtTN,0,,D24,,,,SETNP,Eb,,,,,gen,datamov,,......p.,,,,,Set Byte on Condition - not parity/parity odd (PF=0)
,,,,,,,,,,,SETPO,Eb,,,,,,,,,,,,,
,0F,9C,,TTtn,0,,D24,,,,SETL,Eb,,,,,gen,datamov,,o..s....,,,,,Set Byte on Condition - less/not greater (SF!=OF)
,,,,,,,,,,,SETNGE,Eb,,,,,,,,,,,,,
,0F,9D,,TTtN,0,,D24,,,,SETNL,Eb,,,,,gen,datamov,,o..s....,,,,,Set Byte on Condition - not less/greater or equal (SF=OF)
,,,,,,,,,,,SETGE,Eb,,,,,,,,,,,,,
,0F,9E,,TTTn,0,,D24,,,,SETLE,Eb,,,,,gen,datamov,,o..sz...,,,,,Set Byte on Condition - less or equal/not greater ((ZF=1) OR (SF!=OF))
,,,,,,,,,,,SETNG,Eb,,,,,,,,,,,,,
,0F,9F,,TTTN,0,,D24,,,,SETNLE,Eb,,,,,gen,datamov,,o..sz...,,,,,Set Byte on Condition - not less nor equal/greater ((ZF=0) AND (SF=OF))
,,,,,,,,,,,SETG,Eb,,,,,,,,,,,,,
,0F,A0,,Sre,,,,,,,PUSH,FS,,,,,gen,stack segreg,,,,,,,"Push Word, Doubleword or Quadword Onto the Stack"
,0F,A1,,Sre,,,,,,,POP,FS,,,,,gen,stack segreg,,,,,,,Pop a Value from the Stack
,0F,A2,,,,,,,,,CPUID,I...,EAX,ECX,...,,gen,control,,,,,,,CPU Identification
,0F,A3,,,r,,,,,,BT,Evqp,Gvqp,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test
,0F,A4,,d,r,,,,,,SHLD,Evqp,Gvqp,Ib,,,gen,shftrot,,,o..szapc,o..sz.pc,o....a.c,,Double Precision Shift Left
,0F,A5,,d,r,,,,,,SHLD,Evqp,Gvqp,CL,,,gen,shftrot,,,o..szapc,o..sz.pc,o....a.c,,Double Precision Shift Left
,0F,A8,,SrE,,,,,,,PUSH,GS,,,,,gen,stack segreg,,,,,,,"Push Word, Doubleword or Quadword Onto the Stack"
,0F,A9,,SrE,,,,,,,POP,GS,,,,,gen,stack segreg,,,,,,,Pop a Value from the Stack
,0F,AA,,,,,,S,,,RSM,Fw,,,,,system,branch,,,,,,,Resume from System Management Mode
,0F,AB,,,r,,,,,L,BTS,Evqp,Gvqp,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Set
,0F,AC,,d,r,,,,,,SHRD,Evqp,Gvqp,Ib,,,gen,shftrot,,,o..szapc,o..sz.pc,o....a.c,,Double Precision Shift Right
,0F,AD,,d,r,,,,,,SHRD,Evqp,Gvqp,CL,,,gen,shftrot,,,o..szapc,o..sz.pc,o....a.c,,Double Precision Shift Right
,0F,AE,,,0,,,,,,FXSAVE,Mstx,ST,ST1,...,,sm,,,,,,,,"Save x87 FPU, MMX, XMM, and MXCSR State"
,0F,AE,,,0,,,E,,,FXSAVE,Mstx,ST,ST1,...,,sm,,,,,,,,"Save x87 FPU, MMX, XMM, and MXCSR State"
,0F,AE,,,1,,,,,,FXRSTOR,ST,ST1,ST2,...,,sm,,,,,,,,"Restore x87 FPU, MMX, XMM, and MXCSR State"
,0F,AE,,,1,,,E,,,FXRSTOR,ST,ST1,ST2,...,,sm,,,,,,,,"Restore x87 FPU, MMX, XMM, and MXCSR State"
,0F,AE,,,2,,,,,,LDMXCSR,Md,,,,sse1,mxcsrsm,,,,,,,,Load MXCSR Register
,0F,AE,,,3,,,,,,STMXCSR,Md,,,,sse1,mxcsrsm,,,,,,,,Store MXCSR Register State
,0F,AE,,,4,C2++,,,,,XSAVE,M,EDX,EAX,...,,system,,,,,,,,Save Processor Extended States
,0F,AE,,,4,C2++,,E,,,XSAVE,M,EDX,EAX,...,,system,,,,,,,,Save Processor Extended States
,0F,AE,,,5,,,,,,LFENCE,,,,,sse2,order,,,,,,,,Load Fence
,0F,AE,,,5,C2++,,E,,,XRSTOR,ST,ST1,ST2,...,,system,,,,,,,,Restore Processor Extended States
,0F,AE,,,6,,,,,,MFENCE,,,,,sse2,order,,,,,,,,Memory Fence
,0F,AE,,,7,,,,,,SFENCE,,,,,sse1,order,,,,,,,,Store Fence
,0F,AE,,,7,,,,,,CLFLUSH,Mb,,,,sse2,cachect,,,,,,,,Flush Cache Line
,0F,AF,,DW,r,,,,,,IMUL,Gvqp,Evqp,,,,gen,arith,binary,,o..szapc,o......c,...szap.,,Signed Multiply
,0F,B0,,dw,r,,D25,,,L,CMPXCHG,Eb,AL,Gb,,,gen,datamov arith,binary,,o..szapc,o..szapc,,,Compare and Exchange
,0F,B1,,dW,r,,D25,,,L,CMPXCHG,Evqp,rAX,Gvqp,,,gen,datamov arith,binary,,o..szapc,o..szapc,,,Compare and Exchange
,0F,B2,,sRe,r,,D26,,,,LSS,SS,Gvqp,Mptp,,,gen,datamov segreg,,,,,,,Load Far Pointer
,0F,B3,,,r,,,,,L,BTR,Evqp,Gvqp,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Reset
,0F,B4,,Sre,r,,D26,,,,LFS,FS,Gvqp,Mptp,,,gen,datamov segreg,,,,,,,Load Far Pointer
,0F,B5,,SrE,r,,D26,,,,LGS,GS,Gvqp,Mptp,,,gen,datamov segreg,,,,,,,Load Far Pointer
,0F,B6,,Dw,r,,,,,,MOVZX,Gvqp,Eb,,,,gen,conver,,,,,,,Move with Zero-Extend
,0F,B7,,DW,r,,,,,,MOVZX,Gvqp,Ew,,,,gen,conver,,,,,,,Move with Zero-Extend
,0F,B8,,,,IT+,,,,,JMPE,,,,,,system,branch,,,,,,,Jump to IA-64 Instruction Set
F3,0F,B8,,,r,C2++,,,,,POPCNT,Gvqp,Evqp,,,,gen,bit,,,o..szapc,,,o..s.apc,Bit Population Count
,0F,B9,,,r,,M27,,,,UD,G,E,,,,gen,control,,,,,,,Undefined Instruction
,0F,BA,,,4,,,,,,BT,Evqp,Ib,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test
,0F,BA,,,5,,,,,L,BTS,Evqp,Ib,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Set
,0F,BA,,,6,,,,,L,BTR,Evqp,Ib,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Reset
,0F,BA,,,7,,,,,L,BTC,Evqp,Ib,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Complement
,0F,BB,,,r,,,,,L,BTC,Evqp,Gvqp,,,,gen,bit,,,o..szapc,.......c,o..szap.,,Bit Test and Complement
,0F,BC,,,r,,D28,,,,BSF,Gvqp,Evqp,,,,gen,bit,,,o..szapc,....z...,o..s.apc,,Bit Scan Forward
,0F,BD,,,r,,D28,,,,BSR,Gvqp,Evqp,,,,gen,bit,,,o..szapc,....z...,o..s.apc,,Bit Scan Reverse
,0F,BE,,Dw,r,,,,,,MOVSX,Gvqp,Eb,,,,gen,conver,,,,,,,Move with Sign-Extension
,0F,BF,,DW,r,,,,,,MOVSX,Gvqp,Ew,,,,gen,conver,,,,,,,Move with Sign-Extension
,0F,C0,,dw,r,,,,,L,XADD,Eb,Gb,,,,gen,datamov arith,binary,,o..szapc,o..szapc,,,Exchange and Add
,0F,C1,,dW,r,,,,,L,XADD,Evqp,Gvqp,,,,gen,datamov arith,binary,,o..szapc,o..szapc,,,Exchange and Add
,0F,C2,,,r,,,,,,CMPPS,Vps,Wps,Ib,,sse1,simdfp,compar,,,,,,,Compare Packed Single-FP Values
F3,0F,C2,,,r,,,,,,CMPSS,Vss,Wss,Ib,,sse1,simdfp,compar,,,,,,,Compare Scalar Single-FP Values
66,0F,C2,,,r,,,,,,CMPPD,Vpd,Wpd,Ib,,sse2,pcksclr,compar,,,,,,,Compare Packed Double-FP Values
F2,0F,C2,,,r,,,,,,CMPSD,Vsd,Wsd,Ib,,sse2,pcksclr,compar,,,,,,,Compare Scalar Double-FP Values
,0F,C3,,,r,,,,,,MOVNTI,Mdqp,Gdqp,,,sse2,cachect,,,,,,,,Store Doubleword Using Non-Temporal Hint
,0F,C4,,,r,,,,,,PINSRW,Pq,Rdqp,Ib,,sse1,simdint,,,,,,,,Insert Word
,,,,,,,,,,,PINSRW,Pq,Mw,Ib,,,,,,,,,,,
66,0F,C4,,,r,,,,,,PINSRW,Vdq,Rdqp,Ib,,sse1,simdint,,,,,,,,Insert Word
,,,,,,,,,,,PINSRW,Vdq,Mw,Ib,,,,,,,,,,,
,0F,C5,,,r,,,,,,PEXTRW,Gdqp,Nq,Ib,,sse1,simdint,,,,,,,,Extract Word
66,0F,C5,,,r,,,,,,PEXTRW,Gdqp,Udq,Ib,,sse1,simdint,,,,,,,,Extract Word
,0F,C6,,,r,,,,,,SHUFPS,Vps,Wps,Ib,,sse1,simdfp,shunpck,,,,,,,Shuffle Packed Single-FP Values
66,0F,C6,,,r,,,,,,SHUFPD,Vpd,Wpd,Ib,,sse2,pcksclr,shunpck,,,,,,,Shuffle Packed Double-FP Values
,0F,C7,,,1,,D29,,,L,CMPXCHG8B,Mq,EAX,EDX,...,,gen,datamov arith,binary,,....z...,....z...,,,Compare and Exchange Bytes
,0F,C7,,,1,,D29,E,,L,CMPXCHG8B,Mq,EAX,EDX,...,,gen,datamov arith,binary,,....z...,....z...,,,Compare and Exchange Bytes
,,,,,,,,,,,CMPXCHG16B,Mdq,RAX,RDX,...,,,,,,,,,,
,0F,C7,,,6,,D33,P,0,,VMPTRLD,Mq,,,,vmx,,,,,o..szapc,o..szapc,,,Load Pointer to Virtual-Machine Control Structure
66,0F,C7,,,6,,D33,P,0,,VMCLEAR,Mq,,,,vmx,,,,,o..szapc,o..szapc,,,Clear Virtual-Machine Control Structure
F3,0F,C7,,,6,,D33,P,0,,VMXON,Mq,,,,vmx,,,,,o..szapc,o..szapc,,,Enter VMX Operation
,0F,C7,,,7,,D33,P,0,,VMPTRST,Mq,,,,vmx,,,,,o..szapc,o..szapc,,,Store Pointer to Virtual-Machine Control Structure
,0F,C8,,+r,,,D30,,,,BSWAP,Zvqp,,,,,gen,datamov,,,,,,,Byte Swap
66,0F,D0,,,r,,,,,,ADDSUBPD,Vpd,Wpd,,,sse3,simdfp,arith,,,,,,,Packed Double-FP Add/Subtract
F2,0F,D0,,,r,,,,,,ADDSUBPS,Vps,Wps,,,sse3,simdfp,arith,,,,,,,Packed Single-FP Add/Subtract
,0F,D1,,,r,,,,,,PSRLW,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Right Logical
66,0F,D1,,,r,,,,,,PSRLW,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Right Logical
,0F,D2,,,r,,,,,,PSRLD,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Right Logical
66,0F,D2,,,r,,,,,,PSRLD,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Right Logical
,0F,D3,,,r,,,,,,PSRLQ,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Right Logical
66,0F,D3,,,r,,,,,,PSRLQ,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Right Logical
,0F,D4,,,r,,,,,,PADDQ,Pq,Qq,,,sse2,simdint,arith,,,,,,,Add Packed Quadword Integers
66,0F,D4,,,r,,,,,,PADDQ,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Quadword Integers
,0F,D5,,,r,,,,,,PMULLW,Pq,Qq,,,mmx,arith,,,,,,,,Multiply Packed Signed Integers and Store Low Result
66,0F,D5,,,r,,,,,,PMULLW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Multiply Packed Signed Integers and Store Low Result
66,0F,D6,,,r,,,,,,MOVQ,Wq,Vq,,,sse2,simdint,datamov,,,,,,,Move Quadword
F3,0F,D6,,,r,,,,,,MOVQ2DQ,Vdq,Nq,,,sse2,simdint,datamov,,,,,,,Move Quadword from MMX Technology to XMM Register
F2,0F,D6,,,r,,,,,,MOVDQ2Q,Pq,Uq,,,sse2,simdint,datamov,,,,,,,Move Quadword from XMM to MMX Technology Register
,0F,D7,,,r,,,,,,PMOVMSKB,Gdqp,Nq,,,sse1,simdint,,,,,,,,Move Byte Mask
66,0F,D7,,,r,,,,,,PMOVMSKB,Gdqp,Udq,,,sse1,simdint,,,,,,,,Move Byte Mask
,0F,D8,,,r,,,,,,PSUBUSB,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation
66,0F,D8,,,r,,,,,,PSUBUSB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation
,0F,D9,,,r,,,,,,PSUBUSW,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation
66,0F,D9,,,r,,,,,,PSUBUSW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Unsigned Integers with Unsigned Saturation
,0F,DA,,,r,,,,,,PMINUB,Pq,Qq,,,sse1,simdint,,,,,,,,Minimum of Packed Unsigned Byte Integers
66,0F,DA,,,r,,,,,,PMINUB,Vdq,Wdq,,,sse1,simdint,,,,,,,,Minimum of Packed Unsigned Byte Integers
,0F,DB,,,r,,,,,,PAND,Pq,Qd,,,mmx,logical,,,,,,,,Logical AND
66,0F,DB,,,r,,,,,,PAND,Vdq,Wdq,,,sse2,simdint,logical,,,,,,,Logical AND
,0F,DC,,,r,,,,,,PADDUSB,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation
66,0F,DC,,,r,,,,,,PADDUSB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation
,0F,DD,,,r,,,,,,PADDUSW,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation
66,0F,DD,,,r,,,,,,PADDUSW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Unsigned Integers with Unsigned Saturation
,0F,DE,,,r,,,,,,PMAXUB,Pq,Qq,,,sse1,simdint,,,,,,,,Maximum of Packed Unsigned Byte Integers
66,0F,DE,,,r,,,,,,PMAXUB,Vdq,Wdq,,,sse1,simdint,,,,,,,,Maximum of Packed Unsigned Byte Integers
,0F,DF,,,r,,,,,,PANDN,Pq,Qq,,,mmx,logical,,,,,,,,Logical AND NOT
66,0F,DF,,,r,,,,,,PANDN,Vdq,Wdq,,,sse2,simdint,logical,,,,,,,Logical AND NOT
,0F,E0,,,r,,,,,,PAVGB,Pq,Qq,,,sse1,simdint,,,,,,,,Average Packed Integers
66,0F,E0,,,r,,,,,,PAVGB,Vdq,Wdq,,,sse1,simdint,,,,,,,,Average Packed Integers
,0F,E1,,,r,,,,,,PSRAW,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Right Arithmetic
66,0F,E1,,,r,,,,,,PSRAW,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Right Arithmetic
,0F,E2,,,r,,,,,,PSRAD,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Right Arithmetic
66,0F,E2,,,r,,,,,,PSRAD,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Right Arithmetic
,0F,E3,,,r,,,,,,PAVGW,Pq,Qq,,,sse1,simdint,,,,,,,,Average Packed Integers
66,0F,E3,,,r,,,,,,PAVGW,Vdq,Wdq,,,sse1,simdint,,,,,,,,Average Packed Integers
,0F,E4,,,r,,,,,,PMULHUW,Pq,Qq,,,sse1,simdint,,,,,,,,Multiply Packed Unsigned Integers and Store High Result
66,0F,E4,,,r,,,,,,PMULHUW,Vdq,Wdq,,,sse1,simdint,,,,,,,,Multiply Packed Unsigned Integers and Store High Result
,0F,E5,,,r,,,,,,PMULHW,Pq,Qq,,,mmx,arith,,,,,,,,Multiply Packed Signed Integers and Store High Result
66,0F,E5,,,r,,,,,,PMULHW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Multiply Packed Signed Integers and Store High Result
F2,0F,E6,,,r,,,,,,CVTPD2DQ,Vdq,Wpd,,,sse2,pcksclr,conver,,,,,,,Convert Packed Double-FP Values to DW Integers
66,0F,E6,,,r,,,,,,CVTTPD2DQ,Vdq,Wpd,,,sse2,pcksclr,conver,,,,,,,Convert with Trunc. Packed Double-FP Values to DW Integers
F3,0F,E6,,,r,,,,,,CVTDQ2PD,Vpd,Wdq,,,sse2,pcksclr,conver,,,,,,,Convert Packed DW Integers to Double-FP Values
,0F,E7,,,r,,,,,,MOVNTQ,Mq,Pq,,,sse1,cachect,,,,,,,,Store of Quadword Using Non-Temporal Hint
66,0F,E7,,,r,,,,,,MOVNTDQ,Mdq,Vdq,,,sse2,cachect,,,,,,,,Store Double Quadword Using Non-Temporal Hint
,0F,E8,,,r,,,,,,PSUBSB,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Signed Integers with Signed Saturation
66,0F,E8,,,r,,,,,,PSUBSB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Signed Integers with Signed Saturation
,0F,E9,,,r,,,,,,PSUBSW,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Signed Integers with Signed Saturation
66,0F,E9,,,r,,,,,,PSUBSW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Signed Integers with Signed Saturation
,0F,EA,,,r,,,,,,PMINSW,Pq,Qq,,,sse1,simdint,,,,,,,,Minimum of Packed Signed Word Integers
66,0F,EA,,,r,,,,,,PMINSW,Vdq,Wdq,,,sse1,simdint,,,,,,,,Minimum of Packed Signed Word Integers
,0F,EB,,,r,,,,,,POR,Pq,Qq,,,mmx,logical,,,,,,,,Bitwise Logical OR
66,0F,EB,,,r,,,,,,POR,Vdq,Wdq,,,sse2,simdint,logical,,,,,,,Bitwise Logical OR
,0F,EC,,,r,,,,,,PADDSB,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Signed Integers with Signed Saturation
66,0F,EC,,,r,,,,,,PADDSB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Signed Integers with Signed Saturation
,0F,ED,,,r,,,,,,PADDSW,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Signed Integers with Signed Saturation
66,0F,ED,,,r,,,,,,PADDSW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Signed Integers with Signed Saturation
,0F,EE,,,r,,,,,,PMAXSW,Pq,Qq,,,sse1,simdint,,,,,,,,Maximum of Packed Signed Word Integers
66,0F,EE,,,r,,,,,,PMAXSW,Vdq,Wdq,,,sse1,simdint,,,,,,,,Maximum of Packed Signed Word Integers
,0F,EF,,,r,,,,,,PXOR,Pq,Qq,,,mmx,logical,,,,,,,,Logical Exclusive OR
66,0F,EF,,,r,,,,,,PXOR,Vdq,Wdq,,,sse2,simdint,logical,,,,,,,Logical Exclusive OR
F2,0F,F0,,,r,,,,,,LDDQU,Vdq,Mdq,,,sse3,cachect,,,,,,,,Load Unaligned Integer 128 Bits
,0F,F1,,,r,,,,,,PSLLW,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Left Logical
66,0F,F1,,,r,,,,,,PSLLW,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Left Logical
,0F,F2,,,r,,,,,,PSLLD,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Left Logical
66,0F,F2,,,r,,,,,,PSLLD,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Left Logical
,0F,F3,,,r,,,,,,PSLLQ,Pq,Qq,,,mmx,shift,,,,,,,,Shift Packed Data Left Logical
66,0F,F3,,,r,,,,,,PSLLQ,Vdq,Wdq,,,sse2,simdint,shift,,,,,,,Shift Packed Data Left Logical
,0F,F4,,,r,,,,,,PMULUDQ,Pq,Qq,,,sse2,simdint,arith,,,,,,,Multiply Packed Unsigned DW Integers
66,0F,F4,,,r,,,,,,PMULUDQ,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Multiply Packed Unsigned DW Integers
,0F,F5,,,r,,,,,,PMADDWD,Pq,Qd,,,mmx,arith,,,,,,,,Multiply and Add Packed Integers
66,0F,F5,,,r,,,,,,PMADDWD,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Multiply and Add Packed Integers
,0F,F6,,,r,,,,,,PSADBW,Pq,Qq,,,sse1,simdint,,,,,,,,Compute Sum of Absolute Differences
66,0F,F6,,,r,,,,,,PSADBW,Vdq,Wdq,,,sse1,simdint,,,,,,,,Compute Sum of Absolute Differences
,0F,F7,,,r,,D31,,,,MASKMOVQ,BDq,Pq,Nq,,sse1,cachect,,,,,,,,Store Selected Bytes of Quadword
66,0F,F7,,,r,,,,,,MASKMOVDQU,BDdq,Vdq,Udq,,sse2,cachect,,,,,,,,Store Selected Bytes of Double Quadword
,0F,F8,,,r,,,,,,PSUBB,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Integers
66,0F,F8,,,r,,,,,,PSUBB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Integers
,0F,F9,,,r,,,,,,PSUBW,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Integers
66,0F,F9,,,r,,,,,,PSUBW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Integers
,0F,FA,,,r,,,,,,PSUBD,Pq,Qq,,,mmx,arith,,,,,,,,Subtract Packed Integers
66,0F,FA,,,r,,,,,,PSUBD,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Integers
,0F,FB,,,r,,,,,,PSUBQ,Pq,Qq,,,sse2,simdint,arith,,,,,,,Subtract Packed Quadword Integers
66,0F,FB,,,r,,,,,,PSUBQ,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Subtract Packed Quadword Integers
,0F,FC,,,r,,,,,,PADDB,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Integers
66,0F,FC,,,r,,,,,,PADDB,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Integers
,0F,FD,,,r,,,,,,PADDW,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Integers
66,0F,FD,,,r,,,,,,PADDW,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Integers
,0F,FE,,,r,,,,,,PADDD,Pq,Qq,,,mmx,arith,,,,,,,,Add Packed Integers
66,0F,FE,,,r,,,,,,PADDD,Vdq,Wdq,,,sse2,simdint,arith,,,,,,,Add Packed Integers
